seed,epoch,epoch_total,member,train_batch_size,data_build_s,train_time_s,eval_time_s,loss,train_acc_pct,test_acc_pct,lr_sched_start,lr_sched_end,pbt_lr,pbt_batch_size,pbt_weight_decay,pbt_drop_path,pbt_warmup_epochs
217401,7,60,1,64,1.566542625427246,68.06663513183594,13.021576642990112,1.1734,57.89,55.31,0.000169,0.000338,0.000338,64,0.254,0.157,5.0
217401,8,60,0,256,1.5850181579589844,63.52109670639038,13.02514934539795,1.1004,60.49,60.41,0.000676,0.000673,0.000673,256,0.254,0.157,5.0
217401,8,60,1,64,1.5693199634552002,67.92125177383423,13.017426490783691,1.2116,56.54,58.25,0.000338,0.000507,0.000507,64,0.254,0.157,5.0
217401,9,60,0,256,1.5849223136901855,63.5602171421051,13.031395196914673,1.0578,62.18,64.1,0.000673,0.000669,0.000669,256,0.254,0.157,5.0
217401,9,60,1,64,1.5822803974151611,68.07207417488098,12.958400249481201,1.1961,57.1,56.22,0.000507,0.000675,0.000675,64,0.254,0.157,5.0
217401,10,60,0,256,1.5925848484039307,63.46605038642883,13.07598066329956,0.9978,64.3,65.28,0.000669,0.000664,0.000664,256,0.254,0.157,5.0
217401,10,60,1,64,1.5775260925292969,68.1763916015625,12.999722242355347,1.1813,57.62,61.07,0.000675,0.000844,0.000844,64,0.254,0.157,5.0
217401,11,60,0,256,1.6074473857879639,63.39445447921753,12.989246606826782,0.971,65.34,66.37,0.000664,0.000659,0.000659,256,0.254,0.157,5.0
217401,11,60,1,64,1.570626974105835,67.77123999595642,12.998173236846924,0.8928,68.41,68.22,2.21e-07,0.000173,0.000173,64,0.28,0.147,5.0
217401,12,60,0,256,1.5890254974365234,63.33742666244507,13.064919710159302,0.9217,67.1,67.97,0.000659,0.000651,0.000651,256,0.254,0.157,5.0
217401,12,60,1,64,1.5788533687591553,68.46240854263306,13.09906268119812,0.966,65.71,65.1,0.000173,0.000347,0.000347,64,0.28,0.147,5.0
217401,13,60,0,256,1.5808558464050293,63.66239142417908,13.086363554000854,0.8838,68.61,69.62,0.000651,0.000643,0.000643,256,0.254,0.157,5.0
217401,13,60,1,64,1.576768159866333,68.08072590827942,12.980024814605713,1.0107,64.15,62.72,0.000347,0.00052,0.00052,64,0.28,0.147,5.0
217401,14,60,0,256,1.6127243041992188,63.55598282814026,13.045393466949463,0.8517,69.78,69.4,0.000643,0.000634,0.000634,256,0.254,0.157,5.0
217401,14,60,1,64,1.5770366191864014,68.41720151901245,13.090813875198364,1.0454,62.98,60.95,0.00052,0.000693,0.000693,64,0.28,0.147,5.0
217401,15,60,0,256,1.5901062488555908,63.4341983795166,13.04146695137024,0.8259,70.93,71.28,0.000634,0.000624,0.000624,256,0.254,0.157,5.0
217401,15,60,1,64,1.5752899646759033,68.48616147041321,12.938676595687866,1.055,62.68,63.09,0.000693,0.000866,0.000866,64,0.28,0.147,5.0
217401,16,60,0,256,1.5968554019927979,63.57464027404785,13.034241437911987,0.7841,72.27,70.13,0.000624,0.000614,0.000614,256,0.254,0.157,5.0
217401,16,60,1,64,1.6050186157226562,67.8013379573822,12.922013998031616,0.7184,74.48,73.63,2.05e-07,0.00016,0.00016,64,0.267,0.165,5.0
217401,17,60,0,256,1.588747262954712,63.69131851196289,12.928180932998657,0.762,73.27,73.66,0.000614,0.000602,0.000602,256,0.254,0.157,5.0
217401,17,60,1,64,1.5787935256958008,68.34864354133606,13.096451997756958,0.7794,72.4,72.88,0.00016,0.00032,0.00032,64,0.267,0.165,5.0
217401,18,60,0,256,1.5858635902404785,63.43747329711914,12.950034618377686,0.7299,74.25,73.0,0.000602,0.000589,0.000589,256,0.254,0.157,5.0
217401,18,60,1,64,1.5831995010375977,68.26459264755249,13.1073317527771,0.8585,69.7,66.15,0.00032,0.00048,0.00048,64,0.267,0.165,5.0
217401,19,60,0,256,1.5830848217010498,63.412028074264526,12.926458358764648,0.7093,74.99,75.49,0.000589,0.000576,0.000576,256,0.254,0.157,5.0
217401,19,60,1,64,1.569455623626709,68.3296549320221,13.060791492462158,0.9103,67.8,67.74,0.00048,0.00064,0.00064,64,0.267,0.165,5.0
217401,20,60,0,256,1.5864653587341309,63.39305925369263,12.95657205581665,0.6912,75.73,74.93,0.000576,0.000561,0.000561,256,0.254,0.157,5.0
217401,20,60,1,64,1.5792779922485352,68.45913529396057,13.048887491226196,0.9457,66.7,65.96,0.00064,0.0008,0.0008,64,0.267,0.165,5.0
217401,21,60,0,256,1.5833079814910889,63.68331837654114,13.104496240615845,0.6701,76.25,76.27,0.000561,0.000546,0.000546,256,0.254,0.157,5.0
217401,21,60,1,64,1.576507568359375,67.98220729827881,12.894928216934204,0.5815,79.45,78.27,1.32e-07,0.000104,0.000104,64,0.274,0.13,5.0
217401,22,60,0,256,1.584045648574829,63.64971303939819,13.017053604125977,0.6414,77.52,76.99,0.000546,0.000531,0.000531,256,0.254,0.157,5.0
217401,22,60,1,64,1.5684120655059814,67.89969325065613,12.9213547706604,0.6135,78.58,76.16,0.000104,0.000207,0.000207,64,0.274,0.13,5.0
217401,23,60,0,256,1.5816724300384521,63.528558015823364,13.101611614227295,0.6252,77.91,76.32,0.000531,0.000514,0.000514,256,0.254,0.157,5.0
217401,23,60,1,64,1.5731868743896484,68.23537278175354,12.995532751083374,0.6763,75.95,73.82,0.000207,0.00031,0.00031,64,0.274,0.13,5.0
217401,24,60,0,256,1.592092752456665,63.68283200263977,13.056718587875366,0.6111,78.39,78.16,0.000514,0.000498,0.000498,256,0.254,0.157,5.0
